Supplier,Date Received,Vendor,Retailer,Address1,Address2,City,State,Zip,Phone,Country,Count Order,Units,Cost
"Ridgecrest Herbals, Inc.",07/08/2013,UNFI IA,Lakewinds Co-op-Minnetonka,17501 Minnetonka Blvd.,,Minnetonka,MN,55345,(952) 473-0292,US,5,9,$96.50
"Ridgecrest Herbals, Inc.",07/08/2013,UNFI Northern California,North Coast-Arcata,811 I Street,,Arcata,CA,95521,(707) 822-5947,US,2,3,$28.50
"Ridgecrest Herbals, Inc.",07/08/2013,UNFI Sarasota,NRG Palm Harbor,30555 U.S. Hwy. 19 North,Seabreeze Plaza,Palm Harbor,FL,34684,(727) 786-1231,US,8,22,$283.51
"Ridgecrest Herbals, Inc.",07/08/2013,UNFI York,MOM's-Rockville,5566 Randolph Road,,Rockville,MD,20852,(301) 816-4944,US,5,11,$174.50
"Ridgecrest Herbals, Inc.",07/09/2013,Nature's Best-Calif,Green's Nutrition,1906 Pacific Ave.,,Stockton,CA,95204,(209) 464-5738,US,1,2,$26.36
"Ridgecrest Herbals, Inc.",07/09/2013,Nature's Best-Calif,Orchard Nutrition,221 Locust ST,,Redding,CA,96001,(530) 244-9600 X9141,US,1,8,$89.20
"Ridgecrest Herbals, Inc.",07/09/2013,Nature's Best-Dallas,Honey Bee Natural Foods,909 N Fisk Ave,,Brownwood,TX,76801,(325) 646-7017,US,2,7,$160.06
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,A Matter Of Health,138 Rockland Plaza Route 59,,Nanuet,NY,10954,(845) 627-3333,US,1,6,$109.53
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,Basil Bandwagon Natural Market,276 Hwy 202/31,store #1,Flemington,NJ,08822,(908) 788-5737,US,1,2,$40.02
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,Bloom Naturally,307 Columbia Blvd.,,Bloomsburg,PA,17815,(570) 784-3357,US,3,5,$52.00
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,Flatbush Co-op,1415 Cortelyou Road,,New York,NY,11226,(718) 284-9717,US,2,7,$74.00
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,Lucky's Natural Foods,101 South Broadway,,Lake Orion,MI,48362,(248) 693-1209,US,2,4,$64.50
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,MOM's-Jessup,7351 Assateague Dr. Suite190,,Jessup,MD,20794,(410) 799-2175,US,2,5,$47.50
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,Natural Abundance,125 South Main Street,,Aberdeen,SD,57401,(605) 229-4947,US,1,3,$37.50
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - East,Whole Earth Center,360 Nassau St.,,Princeton,NJ,08540,(609) 924-7429,US,1,1,$9.50
"Ridgecrest Herbals, Inc.",07/09/2013,Select Nutrition - West,All About Herbs,535 W. Parks Hwy,,Wasilla,AK,99654,(907) 376-8327,US,1,12,$160.04
"Ridgecrest Herbals, Inc.",07/09/2013,Super Natural Distributors,Oak Street Health & Herb,431 Oak St.,,Carthage,MO,64836,(417) 358-0990,US,2,11,$156.00
"Ridgecrest Herbals, Inc.",07/09/2013,Threshold Enterprises,B-Alive Vitamins,6757 N. Cedar Ave,,Fresno,CA,93710,(559) 431-0881,US,3,4,$48.26
"Ridgecrest Herbals, Inc.",07/09/2013,Threshold Enterprises,DeLand Bakery & NF,933 Woodland Blvd,,Deland,FL,32720,(386) 734-7553,US,1,3,$45.00
"Ridgecrest Herbals, Inc.",07/09/2013,Threshold Enterprises,JC Health Foods,1406 A Missouri Blvd.,,Jefferson City,MO,65109,(573) 636-9889,US,1,3,$46.50
"Ridgecrest Herbals, Inc.",07/09/2013,Threshold Enterprises,Richard's Foodporium - Manatee Avenue West #12,6425 Manatee Ave West.,,Bradenton,FL,34209,(941) 795-0478,US,1,5,$68.50
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Dayville,Williamsville -Feel Rite Fresh Market,6000 South Park Avenue,,Hamburg,NY,14075,(716) 649-6694,US,1,4,$73.02
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Greenwood,Naturally Yours-Normal,1503 East Collage Ave,,Normal,IL,61761,(309) 452-3456,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI IA,Community Mercantile Co-op,901 Iowa St.,,Lawrence,KS,66044,(785) 843-8544,US,1,6,$74.00
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI IA,New Pioneer Co-op,22 S Van Buren,,Iowa City,IA,52240,(319) 338-9441,US,3,3,$28.50
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Northern California,Chautauqua Natural Foods,436 Church Street,,Garberville,CA,95542,(707) 923-2452,US,2,11,$125.50
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Ridgefield,Settler's Country Market,741 Basin St NW,,Ephrata,WA,98823,(509) 754-4840,US,2,3,$34.50
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Sarasota,Mother Earth-Tamiami,4600 Summerlin Road,,Ft. Myers,FL,33919,(239) 454-8009,US,3,8,$79.00
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Sarasota,Nutrition S'Mart Miami Lakes,16250 NW 57th Avenue,,Miami Lakes,FL,33014,(786) 621-6006,US,3,7,$105.00
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI Sarasota,Nutrition S'mart WC,1821 Bruce B. Downs Blvd,,Wesley Chapel,FL,33544,(813) 341-4444,US,2,7,$105.00
"Ridgecrest Herbals, Inc.",07/09/2013,UNFI York,Yes Organic Mkt-Brookland,3809 12th Street NE,,Brookland,DC,20017,(202) 832-7715,US,6,12,$119.50
"Ridgecrest Herbals, Inc.",07/10/2013,Lotus Light Enterprise,Sunshine HF-Shreveport,5751 Youree Dr,,Shreveport,LA,71105,(318) 219-4080,US,2,6,$90.00
"Ridgecrest Herbals, Inc.",07/10/2013,Nature's Best-Calif,Sunshine Nutrition,111 W. 535 S,,Cedar City,UT,84720,(435) 586-4889,US,3,8,$132.91
"Ridgecrest Herbals, Inc.",07/10/2013,Select Nutrition - East,Cornucopia Natural Foods,39 N. Main St.,,Sayville,NY,11782,(631) 589-9579,US,1,2,$25.00
"Ridgecrest Herbals, Inc.",07/10/2013,Select Nutrition - East,Garden Gate Natural Foods,17 S. 9th St.,,Allentown,PA,18102,(610) 433-8891,US,1,1,$15.00
"Ridgecrest Herbals, Inc.",07/10/2013,Select Nutrition - East,Nature's Market,1013 S Washington Ave,,Holland,MI,49423,(616) 394-5250,US,1,14,$133.00
"Ridgecrest Herbals, Inc.",07/10/2013,Select Nutrition - East,Sweet Pea Natural Foods,Rt. 100,Village Square,Waitsfield,VT,05673,(802) 496-7763,US,1,2,$22.00
"Ridgecrest Herbals, Inc.",07/10/2013,Select Nutrition - East,Weaver Street-Hillsborough,228 South Churton Street,,Hillsborough,NC,27278,(919) 245-5050,US,2,6,$48.99
"Ridgecrest Herbals, Inc.",07/10/2013,Super Natural Distributors,Tru Wellness/Earthly Good,6951 W Grand Ave,,Gurnee,IL,60031,(847) 855-9677,US,2,3,$15.00
"Ridgecrest Herbals, Inc.",07/10/2013,Threshold Enterprises,Gesundheit w-Jacobus Nut Ctr,2855 North 19th Ave.,Suite N,Bozeman,MT,59718,(406) 585-4668,US,2,2,$40.00
"Ridgecrest Herbals, Inc.",07/10/2013,Threshold Enterprises,People's Food Co-op Ann Arbor,216 N. 4th Avenue,,Ann Arbor,MI,48104,(734) 769-0095,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/10/2013,Threshold Enterprises,Richard's-Bradenton,2601-B Manatee Avenue,,Bradenton,FL,34205,(941) 749-0892,Co,1,9,$120.50
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Atlanta,Garner's Natural Foods,1855 E Main St,,Spartanburg,SC,29307,(864) 585-1021,US,1,12,$132.00
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Atlanta,Return To Eden,2335 Cheshire Bridge Rd. NE,,Atlanta,GA,30324-3725,(404) 320-3336,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Denver,Highland Health Foods,16367 S Townsend Ave #10,,Montrose,CO,81401,(970) 249-5207,US,4,19,$260.50
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Greenwood,Mustard Seed Market & Cafe,3885 W Market St.,,Akron,OH,44333,(330) 666-7333,US,3,5,$77.52
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Greenwood,Strawberry Fields ,306 W Springfield Ave,,Urbana,IL,61801,(217) 328-1655,US,2,2,$26.00
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Northwest,Good Food Store #1,1600 South 3rd West,,Missoula,MT,59801,(406) 541-3663,US,4,7,$76.50
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Sarasota,Sunseed Food Co-op,6615 N. Atlantic Ave,,Cape Canaveral,FL,32920,(321) 784-0930,US,1,3,$49.50
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI Texas,Vitamins Plus #262,5109 82nd St.,,Lubbock,TX,79424,(806) 698-8612,US,2,12,$114.00
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI York,MOM's-College Pk,9827 Rhode Island Dr,,College Park,MD,20740,(301) 220-1100,US,2,4,$38.00
"Ridgecrest Herbals, Inc.",07/10/2013,UNFI York,Rebecca's Natural Food 2,1141 Emmet St.,,Charlottesville,VA,22903,(434) 977-1965,US,7,20,$328.08
"Ridgecrest Herbals, Inc.",07/11/2013,Nature's Best-Calif,New Frontier San Luis Obispo ,1531 Froom Ranch Way,,San Luis Obispo,CA,93405,(805) 785-0194,US,3,5,$53.74
"Ridgecrest Herbals, Inc.",07/11/2013,Nature's Best-Calif,The Good Apple,100 North Plaza Drive,,Apache Junction,AZ,85220,(480) 982-2239,US,3,9,$168.37
"Ridgecrest Herbals, Inc.",07/11/2013,Select Nutrition - CL,Mama Jean's Natural Market #3,3530 East Sunshine,,Springfield,MO,65809,(417) 831-5229,US,1,6,$120.06
"Ridgecrest Herbals, Inc.",07/11/2013,Select Nutrition - East,Earth Origins #13,1917 E Silver Spr Blvd,,Ocala,FL,34470,(352) 351-5224,US,2,6,$93.00
"Ridgecrest Herbals, Inc.",07/11/2013,Select Nutrition - East,Paradise Health and Nutrition,1150 Malabar Road SE,Suite 113,Palm Bay,FL,32907,(321) 729-8311,US,1,2,$33.00
"Ridgecrest Herbals, Inc.",07/11/2013,Threshold Enterprises,Food For Thought-Sebring,301 US Highway 27 North,,Sebring,FL,33870-2146,(863) 385-8995,US,1,3,$34.50
"Ridgecrest Herbals, Inc.",07/11/2013,Threshold Enterprises,Sunlife Health Foods,2302 US HWY 2 East #10,,,MT,Kalispell,(406) 756-9412,US,1,2,$26.00
"Ridgecrest Herbals, Inc.",07/11/2013,UNFI CAP Chesterfield,Honest Weight Co-op,484 Central Ave,,Albany,NY,12206,(518) 482-2667,US,1,3,$26.49
"Ridgecrest Herbals, Inc.",07/11/2013,UNFI CAP Southwest,O.B. People's NF,4765 Voltaire Street,,San Diego,CA,92007,(619) 224-1387,US,2,3,$62.73
"Ridgecrest Herbals, Inc.",07/11/2013,UNFI Chesterfield,Bath Natural Market,36 Centre St,,Bath,ME,04530,(207) 442-8012,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/11/2013,UNFI Greenwood,Plum Market - W. Bloomfield,6565 Orchard Lake Rd.,,West Bloomfield,MI,48322,(248) 626-7000,US,1,4,$52.00
"Ridgecrest Herbals, Inc.",07/11/2013,UNFI IA,OzarkNaturalFoods.com,1554 N. College Ave.,,Fayetteville,AR,72703,(479) 521-7558,US,2,6,$57.00
"Ridgecrest Herbals, Inc.",07/11/2013,UNFI Northern California,Briar Patch Coop - Welless,290 Sierra College Dr.,Suite A,Grass Valley,CA,95945,(530) 272-5333,US,2,8,$85.00
"Ridgecrest Herbals, Inc.",07/12/2013,Palko Distributing Co.,Kankakee Natural Foods,1035 Mulligan Dr,Suite 2,Bradley,IL,60915-1242,(815) 933-6236,US,2,22,$408.50
"Ridgecrest Herbals, Inc.",07/12/2013,Select Nutrition - CL,Mama Jean's Natural Market #2,1110 E. Republic Rd,Suite 112,Springfield,MO,65807,(417) 881-5326,US,2,12,$117.00
"Ridgecrest Herbals, Inc.",07/12/2013,Select Nutrition - East,Innovative Nutrition,246 Rt. 25A,,Setauret,NY,11733,(800) 681-7099,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/12/2013,Select Nutrition - East,Nature's Outlet,3548 Electric Road,,Roanoke,VA,24018,(540) 989-5109,US,4,9,$117.03
"Ridgecrest Herbals, Inc.",07/12/2013,Select Nutrition - East,Soteria Health Food Store,130 Highway 76,,White House,TN,37188,(615) 672-7087,US,2,4,$80.02
"Ridgecrest Herbals, Inc.",07/12/2013,Select Nutrition - East,Staff of Life,119 Partin Dr North,,Niceville,FL,32578,(850) 678-8411,US,2,4,$50.00
"Ridgecrest Herbals, Inc.",07/12/2013,Threshold Enterprises,Good Shepherd Health Foods,201 S. Willow Ave.,,Cookeville,TN,38501,(931) 526-4860,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/12/2013,Threshold Enterprises,Richard's Whole Foods - Dunedin,662 Main St,,Dunedin,FL,34698,(727) 736-1200,US,1,3,$49.50
"Ridgecrest Herbals, Inc.",07/12/2013,Threshold Enterprises,Richard's-Port Charlotte,3012 Tamiami Trail,,Port Charlotte,FL,33952,(941) 766-0199,US,2,2,$26.50
"Ridgecrest Herbals, Inc.",07/12/2013,Threshold Enterprises,Sunshine HF-Brossier,3011 Airline Drive,,Brossier,LA,71111,(318) 746-9788,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/12/2013,UNFI Chesterfield,Newport Natural Foods,194 Main St.,,Newport,VT,05855,(802) 334-2626,US,2,7,$80.50
"Ridgecrest Herbals, Inc.",07/12/2013,UNFI Denver,Cid's HF Market,623 Paseo Del Pueblo Norte,,Taos,NM,87571,(575) 758-1148,US,9,9,$85.50
"Ridgecrest Herbals, Inc.",07/12/2013,UNFI Ridgefield,Shop N' Kart ,2268 Ashland St.,,Ashland,OR,97520,(541) 488-1579,US,1,4,$50.00
"Ridgecrest Herbals, Inc.",07/12/2013,UNFI York,Yes! Organic Market - Baltimore,5331 Baltimore Ave.,Suite 101,Hyattsville,MD,20781,(301) 779-1205,US,1,4,$38.00
"Ridgecrest Herbals, Inc.",07/13/2013,Nature's Best-Calif,New Frontier Prescott,1112 Iron Springs,,Prescott,AZ,86301,(928) 445-7370,US,2,5,$69.45
"Ridgecrest Herbals, Inc.",07/13/2013,Threshold Enterprises,Cornucopia,1104 Thorpe Lane J,,San Marcos,TX,78666,(512) 353-5044,US,1,3,$37.50
"Ridgecrest Herbals, Inc.",07/13/2013,UNFI Denver,Eve's Garden,"624 W Cheyenne Dr, Ste 9",,Evanston,WY,82930,(307) 679-4503,US,3,6,$120.00
"Ridgecrest Herbals, Inc.",07/13/2013,UNFI IA,St. Peter Food Co-op,119 W. Broadway,,St. Peter,MN,56082,(507) 934-4880,US,2,4,$50.00
"Ridgecrest Herbals, Inc.",07/13/2013,UNFI York,Roots Market-Clarksville,5805 Clarksville Sq Drive,,Clarksville,MD,21092,(443) 535-9321,US,3,4,$60.00
"Ridgecrest Herbals, Inc.",07/14/2013,"Ridgecrest Herbals, Inc.","Harvest Market, Inc.",7610 Heths Salient Street,,Spotsylvania,VA,22553,(540) 507-8040,US,1,12,$127.50
"Ridgecrest Herbals, Inc.",07/14/2013,Super Natural Distributors,New Vitality HF,9177 West 151st Street,,Orland Park,IL,60462,(708) 403-0120,US,1,3,$30.00
"Ridgecrest Herbals, Inc.",07/14/2013,Threshold Enterprises,Nutrition S'Mart Port St.Lucie,464 SW Port St. Lucie Blvd.,,Port St. Lucie,FL,34953,(772) 323-2222,US,2,6,$84.50
"Ridgecrest Herbals, Inc.",07/14/2013,UNFI Texas,Basic Foods,"229 Dowlen Rd., #7",,Beaumont,TX,77706-5962,(409) 861-4424,US,1,1,$20.00
"Ridgecrest Herbals, Inc.",07/15/2013,Lotus Light Enterprise,Avalon Nutrition,1388 N. College Ave.,DEC 2011 iHealth Kiosk Winner,Fayetteville,AR,72703,(479) 582-9158,US,2,3,$28.50
"Ridgecrest Herbals, Inc.",07/15/2013,Select Nutrition - East,Bunn's Natural Foods,1007 Street Road,,Southampton,PA,18966,(215) 355-1165,US,3,7,$96.52
"Ridgecrest Herbals, Inc.",07/15/2013,Select Nutrition - East,Cambridge Naturals,23 White St,,Cambridge,MA,02140,(617) 492-4452,US,1,4,$41.00
"Ridgecrest Herbals, Inc.",07/15/2013,Select Nutrition - East,Cindy's Health & Vitality Center,56 Youngstown-Warren Rd.,,Niles,OH,44446,(330) 652-8284,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/15/2013,Select Nutrition - East,Organica Vitamins & Health Foods,289 North Barrington Rd.,,Streamwood,IL,60107,(630) 872-2000,US,1,6,$58.98
"Ridgecrest Herbals, Inc.",07/15/2013,Select Nutrition - East,Rainbow Blossom-New Albany,3003 Charlestown Crossing way,,New Albany,IN,47150,(812) 941-0080,US,2,4,$39.50
"Ridgecrest Herbals, Inc.",07/15/2013,Threshold Enterprises,Conroe Granary,1210 S. Frazier St.,,Conroe,TX,77301,,US,1,6,$57.00
"Ridgecrest Herbals, Inc.",07/15/2013,Threshold Enterprises,Earthbeam Natural Foods,1399 Broadway,,Burlingame,CA,94010,(650) 347-2058,US,3,5,$60.14
"Ridgecrest Herbals, Inc.",07/15/2013,Threshold Enterprises,Oregon Natural Market,373 SW 1st Street,,Ontario,OR,97914,(541) 889-8714,US,1,3,$49.50
"Ridgecrest Herbals, Inc.",07/15/2013,UNFI CAP Chesterfield,Putney Food Co-op,8 Carol Brown Way,,Putney,VT,05346,(802) 387-5866,US,1,2,$13.66
"Ridgecrest Herbals, Inc.",07/15/2013,UNFI Chesterfield,Concord Food Co-op ,24 S Main St,,Concord,NH,03301,(603) 225-6840,US,2,3,$28.50
"Ridgecrest Herbals, Inc.",07/15/2013,UNFI York,Yes! Organic Market - 8th St.,410 8 Street SE,,Washington,DC,20003,(202) 546-9833,US,2,5,$62.50
"Ridgecrest Herbals, Inc.",07/16/2013,Nature's Best-Dallas,NATURES PARADISE,1511 West  6th Ave,,Emporia,KS,66801,(620) 342-3166,US,1,6,$78.03
"Ridgecrest Herbals, Inc.",07/16/2013,Select Nutrition - East,Earthward Natural Foods,42 Route 101 A,,Amherst,NH,03031,(603) 673-4322,US,2,2,$26.50
"Ridgecrest Herbals, Inc.",07/16/2013,Select Nutrition - East,Ellwood Thompson's Local Market,4 N. Thompson Street,,Richmond,VA,23221,(804) 359-7525,US,1,3,$28.50
"Ridgecrest Herbals, Inc.",07/16/2013,Select Nutrition - East,Mother Earth-McGregor ,15271 - 07 Mc Gregor Blvd.,,Ft. Myers,FL,33908,(239) 489-3377,US,2,6,$66.00
"Ridgecrest Herbals, Inc.",07/16/2013,Select Nutrition - West,Dixie Nutrition,406 West St. George Blvd,,St. George,UT,84770,(435) 673-3447,US,1,8,$110.53
"Ridgecrest Herbals, Inc.",07/16/2013,Super Natural Distributors,Healthway Natural Foods Alexandria,1610 Belle View Blvd,,Alexandria,VA,22307,(703) 660-8603,US,1,1,$9.50
"Ridgecrest Herbals, Inc.",07/16/2013,Super Natural Distributors,STEGER NUTRITION CENTER,297 W. NORTHLAND AVE,,Appleton,WI,54911,(920) 739-1042,US,1,6,$66.00
"Ridgecrest Herbals, Inc.",07/16/2013,Threshold Enterprises,Debbie’s Health Food - Port Orange,3850 South Nova Road,,Port Orange,FL,32127,(386) 763-7046,US,1,3,$41.10
"Ridgecrest Herbals, Inc.",07/16/2013,Threshold Enterprises,Granite State NF,164 N State St,,Concord,NH,03301,(603) 224-9341,US,2,2,$19.00
"Ridgecrest Herbals, Inc.",07/16/2013,Threshold Enterprises,Village Health Market,3225 South Macdill Ave,,Tampa,FL,33629,(813) 831-6065,US,3,35,$811.50
"Ridgecrest Herbals, Inc.",07/16/2013,UNFI Atlanta,Company Shops Market,268 E. Front St.,,Burlington,NC,27215-5982,(336) 314-1972,US,1,4,$38.00
"Ridgecrest Herbals, Inc.",07/16/2013,UNFI Chesterfield,Sussex County Coop,30 Moran St,,Newton,NJ,07860,,US,1,6,$97.53
"Ridgecrest Herbals, Inc.",07/16/2013,UNFI Dayville,Back To Basics Natural Foods,500 Main St,,East Greenwhich,RI,02818,(401) 885-2679,US,3,4,$47.50
"Ridgecrest Herbals, Inc.",07/16/2013,UNFI IA,Everybody's Whole Foods,501 N 2nd Street,,Fairfield,IA,52556,(641) 472-5199,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/16/2013,UNFI IA,Veggie's Health Food Store,1202 Brookeview Dr.,,Ardmore,OK,73401,(580) 226-2424,US,2,5,$47.50
"Ridgecrest Herbals, Inc.",07/16/2013,UNFI Northern California,Lakeshore Natural Foods,3321 Lakeshore Ave.,,Oakland,CA,94610,(570) 452-1079,US,2,5,$63.00
"Ridgecrest Herbals, Inc.",07/17/2013,Select Nutrition - CL,"Nutrition Cottage, Inc.",407 E. Atlantic Ave.,,Delray Beach,FL,33483,(561) 272-8571,US,2,4,$77.02
"Ridgecrest Herbals, Inc.",07/17/2013,Select Nutrition - East,Health Nuts,211-35 26th Ave.,,Bayside,NY,11360,(718) 224-5095,US,2,6,$75.00
"Ridgecrest Herbals, Inc.",07/17/2013,Select Nutrition - East,Nassau Health Foods,833 TJ Courson Rd.,,Fernandina Beach,FL,32034,(904) 277-3158,US,1,1,$9.50
"Ridgecrest Herbals, Inc.",07/17/2013,Select Nutrition - East,Super Value Nutrition,5816 Bee Ridge Road,,Sarasota,FL,24233,(941) 350-8348,US,1,2,$40.02
"Ridgecrest Herbals, Inc.",07/17/2013,Threshold Enterprises,Nature's Pantry Natural Foods,1907 4th St.,,LaGrande,OR,97850,(541) 963-7955,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/17/2013,Threshold Enterprises,The Oasis Health Food Store,111 North Muskogee Ave,,Tahlequah,OK,74464,(918) 456-1414,US,1,6,$57.00
"Ridgecrest Herbals, Inc.",07/17/2013,UNFI Denver,Durango Natural Foods,575 E 8th Ave,,Durango,CO,81301,(970) 247-8129,US,3,6,$57.00
"Ridgecrest Herbals, Inc.",07/17/2013,UNFI IA,Outpost Natural Foods Coop #2,7000 W State St,,Wauwatosa,WI,53213,(414) 778-2012,US,1,1,$9.50
"Ridgecrest Herbals, Inc.",07/17/2013,UNFI Northern California,New Moon-Tahoe City,505 West Lake Blvd,,Tahoe City,CA,96145,(530) 583-7426,US,3,4,$43.50
"Ridgecrest Herbals, Inc.",07/17/2013,UNFI Northwest,Dragoun`s Leir,23969 NE State Rt. 3,Suite K,Belfair,WA,98528,(360) 277-9434,US,1,4,$66.00
"Ridgecrest Herbals, Inc.",07/17/2013,UNFI Sarasota,Diane's Natural Market,240 State Rd 312,,St Augstine,FL,32086-4241,(904) 808-9978,US,3,23,$327.03
"Ridgecrest Herbals, Inc.",07/17/2013,UNFI Texas,Vitamins Plus #200,2321A West Loop 281,,Longview,TX,75604,(903) 297-0766,US,2,24,$333.06
"Ridgecrest Herbals, Inc.",07/18/2013,Nature's Best-Calif,Better Health Market,1450 E Hwy 377,,Granbury,TX,76048,(817) 578-3131,US,1,3,$45.66
"Ridgecrest Herbals, Inc.",07/18/2013,Palko Distributing Co.,Rainbow Blossom-Bardstown,3046 Bardstown Rd,,Louisville,KY,40205,(502) 498-2470,US,2,9,$106.00
"Ridgecrest Herbals, Inc.",07/18/2013,Palko Distributing Co.,WARSAW HEALTH FOODS,1228 E CENTER ST,,WARSAW,IN,46580,(574) 269-2413,US,2,20,$377.00
"Ridgecrest Herbals, Inc.",07/18/2013,Select Nutrition - East,Mother Earth's Storehouse Kingston,300 Kings Mall Court,,Kingston,NY,12401,(845) 336-5541,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/18/2013,Select Nutrition - East,Nature's Market-Melbourne,701 S. Apollo Blvd.,,Melbourne,FL,32935,(321) 254-8688,US,1,2,$33.00
"Ridgecrest Herbals, Inc.",07/18/2013,Select Nutrition - West,Kristina's Natural Ranch Market,761 E. Barstow,,Fresno,CA,93710,(559) 224-2222,US,2,4,$66.00
"Ridgecrest Herbals, Inc.",07/18/2013,UNFI Dayville,Organic Basic Food LLC,204 Washington Street,,Hoboken,NJ,07030,(201) 610-1100,US,4,12,$249.61
"Ridgecrest Herbals, Inc.",07/18/2013,UNFI IA,Simple Abundance,318 Bush Street Suite 1,,Redwing,MN,55066,(651) 388-0333,US,2,3,$35.50
"Ridgecrest Herbals, Inc.",07/18/2013,UNFI Sarasota,Native Sun-Baymeadows,11030 Baymeadows Rd,,Jacksonville,FL,32256,(904) 260-2791,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/19/2013,Palko Distributing Co.,DER DUTCH MERCHANT,1642 SR121 NORTH,,MURRAY,KY,42071,(270) 767-0486,US,1,6,$74.50
"Ridgecrest Herbals, Inc.",07/19/2013,Palko Distributing Co.,Nature's Bin,18120 Sloane Ave.,,Lakewood,OH,44107,(216) 521-4600,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/19/2013,Select Nutrition - East,A Matter of Health NYC,1478 1st Ave,,New York,NY,10021,(212) 288-8280,US,1,3,$45.00
"Ridgecrest Herbals, Inc.",07/19/2013,Select Nutrition - East,Peak Nutrition Center,6187 Central City Blvd,,GALVESTON,TX,77551,979-285-2449,US,1,1,$9.50
"Ridgecrest Herbals, Inc.",07/19/2013,Select Nutrition - East,Vitamins Plus #251,2550 Barrow St.,,Abilene,TX,79605,(325) 698-0512,US,2,12,$180.06
"Ridgecrest Herbals, Inc.",07/19/2013,Threshold Enterprises,Apple Crate Food Store,5430 Camden Road #103,,Fayetteville,NC,28306,(910) 423-8800,US,1,2,$40.00
"Ridgecrest Herbals, Inc.",07/19/2013,Threshold Enterprises,Colors of Health,31 SIMS ST,,DICKINSON,ND,58601,(701) 483-1060,US,2,4,$66.00
"Ridgecrest Herbals, Inc.",07/19/2013,Threshold Enterprises,Richard's on Ringling Blvd.,4503 Cattlemen Rd.,,Sarasota,FL,34233,(941) 316-0546,US,1,3,$28.50
"Ridgecrest Herbals, Inc.",07/19/2013,UNFI IA,Wheatsfield Grocery,413 Northwestern Ave.,,Ames,IA,50010,(515) 232-4094,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/19/2013,UNFI Sarasota,Total Nutrition,15946 West State Road 84,,Weston,FL,33326,(954) 349-2633,US,1,3,$60.03
"Ridgecrest Herbals, Inc.",07/20/2013,Threshold Enterprises,Apple Tree Alcoa,729 Louisville Road,,Alcoa,TN,37701,(865) 977-1110,US,1,6,$66.00
"Ridgecrest Herbals, Inc.",07/20/2013,UNFI Atlanta,GOOD HEALTH UNLIMITED,55 Mathews Dr,,HILTON HEAD ISLND,SC,29926,(843) 681-7701,US,2,2,$25.00
"Ridgecrest Herbals, Inc.",07/20/2013,UNFI Northern California,Oliver's Market - Montecito Center,560 Montecito Center,,Santa Rosa,CA,95409,(707) 537-7123,US,3,6,$57.00
"Ridgecrest Herbals, Inc.",07/20/2013,UNFI Northern California,Staff of Life,1266 Soquel Ave,,Santa Cruz,CA,95062,(831) 423-8068,US,2,3,$56.50
"Ridgecrest Herbals, Inc.",07/21/2013,Nature's Best-Calif,Alameda Natural Grocery,1650 Park St Unit L,,Alameda,CA,94501,(510) 865-1500,US,3,16,$257.14
"Ridgecrest Herbals, Inc.",07/21/2013,Select Nutrition - East,New Frontier #4,12-01 Jackson Ave,,New York,NY,11101,(718) 937-9399,US,2,6,$90.00
